accession,PF00154_results,PF00154_domain_results,PF21134_domain_results,gold_standards_results,PF21134_results,Walker_A,Walker_B
A0A0D3MV13,1,1,0,1,0,1,1
A0A1D8KNP2,1,1,0,1,0,1,1
A0A3G1SV81,1,1,0,1,0,1,1
J9PTU9,1,0,0,1,0,1,1
A0A1S6UAR0,1,1,1,1,1,1,1
A0A346FKJ1,1,1,0,1,0,1,1
A0A7G7WVQ0,1,1,0,1,0,1,1
K7R5U2,1,1,0,1,0,1,1
Q4Z9W4,1,1,0,1,0,1,1
A0A4Y5JVE1,1,1,0,1,0,0,1
A0A5C0CDM0,1,1,0,1,1,1,1
A0A7T7Z8I2,1,1,0,1,1,1,1
A0AAU8GGE7,1,1,0,1,1,1,1
A0A248A8F0,1,1,0,1,1,1,1
A0A5C0CCA0,1,1,0,1,1,1,1
A0A5C0CCU9,1,1,0,1,1,1,1
I7B257,1,1,0,1,1,1,1
A0A193GY31,1,1,0,1,1,1,1
A0A2H4PP56,1,1,0,1,1,1,1
A0A2Z5HLB1,1,1,0,1,1,1,1
A0AAU8GLM0,1,1,0,1,1,1,1
A0A678PBH2,1,1,0,1,1,1,1
A0A8S5QGP3,1,1,0,1,0,1,1
A0AAU8EI60,1,1,0,1,0,1,1
A0A8S5LQA1,1,0,0,0,0,1,1
A0A8S5TJ63,1,0,0,0,0,1,1
A0A481Z8W0,0,0,0,0,0,0,1
A0A8S5R9I5,0,0,0,0,0,1,0
A0A8S5RQB3,0,0,0,0,0,0,0
A0A8S5RNI2,0,0,0,0,0,0,0
A0A8S5ST61,0,0,0,0,0,0,1
A0A8S5TUH6,0,0,0,0,0,0,1
A0AB39U2F7,0,0,0,0,0,0,1
A0A8S5NAG4,0,0,0,0,0,0,0
Q9ZWV9,0,0,0,0,0,0,1
A0A8S5RP79,0,0,0,0,0,0,0
A0A8S5TY24,0,0,0,0,0,0,0
Q3BLW3,0,0,0,0,0,0,0
A0A8S5RCG0,0,0,0,0,0,0,0
A0A8S5V727,0,0,0,0,0,0,1
A0A0K1Y8K8,0,0,0,0,0,0,0
A0A8S5NNF9,0,0,0,0,0,0,0
A0A8S5M4P6,0,0,0,0,0,1,0
A0A8S5Q1V5,0,0,0,0,0,1,0
A0A8D9PGQ3,0,0,0,0,0,0,1
A0ABM9HVJ9,0,0,0,0,0,0,1
A0A8S5R5T3,0,0,0,0,0,0,1
Q859R3,0,0,0,0,0,0,0
A0A0F7L5T4,0,0,0,0,0,0,0
A0AAT9J9C2,0,0,0,0,0,0,1
A0AAT9JFQ0,0,0,0,0,0,0,1
A0AAT9J8Y6,0,0,0,0,0,0,1
A0A8S5RE44,0,0,0,0,0,0,0
A0A8S5RL38,0,0,0,0,0,0,0
A0AB38ZLI8,0,0,0,0,0,0,1
A0A3S7HQI5,0,0,0,0,0,0,0
A0AAU6W557,0,0,0,0,0,0,0
A0A1D8H0E3,0,0,0,0,0,0,0
A0A8S5PJF5,0,0,0,0,0,0,0
A0AAT9JC56,0,0,0,0,0,0,1
A0AAU6W436,0,0,0,0,0,0,0
A0A8S5RDZ7,0,0,0,0,0,0,0
A0AA50AEG4,0,0,0,0,0,0,1
A0A8S5QUX4,0,0,0,0,0,0,0
A0A8S5RLX6,0,0,0,0,0,0,0
Q0ZP35,0,0,0,0,0,0,0
O55248,0,0,0,0,0,0,1
A0A8S5SPJ2,0,0,0,0,0,1,0
A0A8S5RFN1,0,0,0,0,0,0,1
A0AB74UNZ6,0,0,0,0,0,0,1
Q9ZXG6,0,0,0,0,0,1,0
A0A1B0VP19,0,0,0,0,0,0,0
A0AA49X3E6,0,0,0,0,0,0,0
A0AB39BZ33,0,0,0,0,0,1,1
Q38086,0,0,0,0,0,0,0
A0A410S833,0,0,0,0,0,0,0
A0AA49X3J5,0,0,0,0,0,0,0
Q0GYE5,0,0,0,0,0,0,0
A0AAT9J7X9,0,0,0,0,0,0,0
A0A1B1V5H2,0,0,0,0,0,0,0
A0A346TPL2,0,0,0,0,0,0,0
A0ABM8Y518,0,0,0,0,0,0,0
A0A126FC53,0,0,0,0,0,0,0
A0A2Z4HI24,0,0,0,0,0,0,0
Q0N430,0,0,0,0,0,0,0
A0A8S5MFT0,0,0,0,0,0,0,1
A0A288QPP2,0,0,0,0,0,0,0
A0AAU7PFN4,0,0,0,0,0,0,1
C3VNX2,0,0,0,0,0,0,0
A0A5C0CAQ4,0,0,0,0,0,0,0
A0AAT9JCG8,0,0,0,0,0,0,1
A0A1S5Y2X7,0,0,0,0,0,0,1
A0AB39BZ74,0,0,0,0,0,1,1
Q77RJ7,0,0,0,0,0,0,0
A0A9E7IPT3,0,0,0,0,0,0,1
A0AAN0LHK8,0,0,0,0,0,0,0
Q56VN7,0,0,0,0,0,0,0
Q91BF1,0,0,0,0,0,0,0
M1J4A4,0,0,0,0,0,0,0
A0A7D2LKR4,0,0,0,0,0,0,0
A0A8E7FPS5,0,0,0,0,0,0,0
A0A3G4S8X9,0,0,0,0,0,0,0
A0ABX6TRH0,0,0,0,0,0,0,0
A0A481Z649,0,0,0,0,0,0,0
A0A482EQW3,0,0,0,0,0,0,0
A0A8S5LY27,0,0,0,0,0,0,0
A0A097P8Z7,0,0,0,0,0,0,0
A0A6J5L677,0,0,0,0,0,0,0
A0A8S5SST6,0,0,0,0,0,0,0
A0AAE7MUG4,0,0,0,0,0,0,0
A0A0E3GIB9,0,0,0,0,0,0,0
A0A0E3JA45,0,0,0,0,0,0,0
A0A8S5T584,0,0,0,0,0,0,1
A0AAX3AWJ8,0,0,0,0,0,0,0
C3TWX7,0,0,0,0,0,0,0
Q91BW3,0,0,0,0,0,0,0
A0AAE9VDN1,0,0,0,0,0,0,0
A0A059T666,0,0,0,0,0,0,0
A0A0N7CRL6,0,0,0,0,0,0,0
A0A9E7LPW2,0,0,0,0,0,0,0
A0A0B5CTW8,0,0,0,0,0,0,0
A0A2U8UUS5,0,0,0,0,0,0,0
Q0IL30,0,0,0,0,0,0,0
A0AAU7J7N8,0,0,0,0,0,0,1
A0AAU7J7Y8,0,0,0,0,0,0,1
A0A0B4UK99,0,0,0,0,0,0,0
A0A8S5TZT4,0,0,0,0,0,0,1
T1QZ73,0,0,0,0,0,0,0
V9XTJ1,0,0,0,0,0,0,0
A0A0E3JAD2,0,0,0,0,0,0,0
A0A346RNT0,0,0,0,0,0,0,0
A0A346TQ25,0,0,0,0,0,0,0
A0A6J5NI31,0,0,0,0,0,0,1
A0A8S5QBR9,0,0,0,0,0,0,0
A0A8S5QZ00,0,0,0,0,0,0,0
A0AAE9LNI9,0,0,0,0,0,0,0
D4N2B9,0,0,0,0,0,0,0
Q4KT04,0,0,0,0,0,0,0
S5MKW5,0,0,0,0,0,0,0
A0AA49X1W2,0,0,0,0,0,0,1
A0A481V7D4,0,0,0,0,0,0,0
A0AAE7T2D0,0,0,0,0,0,0,0
A0AAT9J7R1,0,0,0,0,0,0,1
A0EYW4,0,0,0,0,0,0,0
B0FDT8,0,0,0,0,0,0,0
L0CLM0,0,0,0,0,0,0,0
T1QZZ2,0,0,0,0,0,0,0
W0UXI8,0,0,0,0,0,0,0
A0A0S3J020,0,0,0,0,0,0,0
A0A2H4UZV6,0,0,0,0,0,0,0
A0A3G2JU19,0,0,0,0,0,0,0
A0A8S5MTZ9,0,0,0,0,0,0,0
A0A8S5N741,0,0,0,0,0,0,0
A0A8S5TNU2,0,0,0,0,0,0,1
A0A8S5TP74,0,0,0,0,0,0,0
A0A9E7YIV7,0,0,0,0,0,0,0
A0AAF1DB54,0,0,0,0,0,0,0
Q8V5S6,0,0,0,0,0,0,0
A0A075TZ37,0,0,0,0,0,0,0
A0A0A7KTF2,0,0,0,0,0,0,0
A0A0S3IYA7,0,0,0,0,0,0,0
A0A2H4JDJ8,0,0,0,0,0,0,0
A0A6B7KH68,0,0,0,0,0,0,0
A0A8S5PLZ4,0,0,0,0,0,0,0
Q461Z5,0,0,0,0,0,0,0
U3RAT4,0,0,0,0,0,0,0
K4GHJ0,0,0,0,0,0,0,0
Q80LN5,0,0,0,0,0,0,0
A8ASM0,0,0,0,0,0,0,1
I6V9E9,0,0,0,0,0,0,0
U3RDM2,0,0,0,0,0,0,0
A0A1C8ZY97,0,0,0,0,0,0,0
A0A1C8ZZ01,0,0,0,0,0,0,0
A0A5B8YT09,0,0,0,0,0,0,0
A0A8S5N5Y0,0,0,0,0,0,0,0
A0AAE7T1S2,0,0,0,0,0,0,0
A0AAE8XTW9,0,0,0,0,0,0,0
Q7TDH8,0,0,0,0,0,0,0
A0A6B9CHE1,0,0,0,0,0,0,0
A0A8S5NB44,0,0,0,0,0,0,0
A0AAE6H373,0,0,0,0,0,0,1
A0ABM8Y4T3,0,0,0,0,0,0,0
B6D613,0,0,0,0,0,0,0
A0A2Z6C5D3,0,0,0,0,0,0,0
A0ABM8Y4Z2,0,0,0,0,0,0,0
A0A0A1E728,0,0,0,0,0,0,0
A0A1C8ZX84,0,0,0,0,0,0,0
A0A5J6TT38,0,0,0,0,0,0,1
B5X068,0,0,0,0,0,0,0
S5N9A0,0,0,0,0,0,0,0
A0A8S5S8Q9,0,0,0,0,0,0,0
Q8V6N8,0,0,0,0,0,0,0
V9LSZ0,0,0,0,0,0,0,0
A0A6G9RW45,0,0,0,0,0,0,0
A0A6J5KYX4,0,0,0,0,0,0,0
A0AAE9BVL7,0,0,0,0,0,0,0
A0AAE9BWK5,0,0,0,0,0,0,0
A0A224AUK0,0,0,0,0,0,0,0
A0A1S5SFI5,0,0,0,0,0,0,0
A0AAE9BXP2,0,0,0,0,0,0,0
R4TLK0,0,0,0,0,0,0,0
A0A0M3WNM7,0,0,0,0,0,0,0
A0AAE8XUT6,0,0,0,0,0,0,0
A0AAE8XVN4,0,0,0,0,0,0,0
R4TJH3,0,0,0,0,0,0,0
O92441,0,0,0,0,0,0,0
A0A0B4ZZU7,0,0,0,0,0,0,0
A0A6B9JGC5,0,0,0,0,0,1,0
A0A9W3USL6,0,0,0,0,0,0,0
A0AAE8XRM3,0,0,0,0,0,0,0
A0AAE9BV32,0,0,0,0,0,0,0
A0AAE9BY80,0,0,0,0,0,0,0
A0A8S5T476,0,0,0,0,0,0,0
A0A2P0QED0,0,0,0,0,0,0,0
A0A8S5V8J1,0,0,0,0,0,0,1
A0AA96J2R0,0,0,0,0,0,0,0
Q8B9H7,0,0,0,0,0,0,0
A0A8S5R6W6,0,0,0,0,0,0,1
A0A8F8PNE7,0,0,0,0,0,0,0
Q6VTR7,0,0,0,0,0,0,0
A0A8E8H231,0,0,0,0,0,0,0
V9THC3,0,0,0,0,0,0,0
Q9Q0A8,0,0,0,0,0,0,0
A0A8S5MXY5,0,0,0,0,0,0,0
A0A8S5V633,0,0,0,0,0,0,0
I6NV42,0,0,0,0,0,0,1
A1YJ74,0,0,0,0,0,0,0
Q2NNZ8,0,0,0,0,0,0,0
A0A0A0Z131,0,0,0,0,0,0,0
A0A2S1XBB6,0,0,0,0,0,0,0
Q91GI4,0,0,0,0,0,0,0
A0AA86Y9X7,0,0,0,0,0,0,0
C5IHJ9,0,0,0,0,0,0,0
A0A8S5U527,0,0,0,0,0,0,0
A0A8S5LLM5,0,0,0,0,0,0,0
A0A8S5MHX7,0,0,0,0,0,0,1
A0AAU8GNM2,0,0,0,0,0,0,1
A0A8S5T546,0,0,0,0,0,0,0
I6XGB4,0,0,0,0,0,0,0
A0A6J5KRI7,0,0,0,0,0,0,0
A0A6J5Q7R7,0,0,0,0,0,0,0
A0AAE9C3S3,0,0,0,0,0,0,1
A0AAN0LW79,0,0,0,0,0,0,1
Q6V7T2,0,0,0,0,0,0,0
A0A481VWQ3,0,0,0,0,0,0,0
A0A516KPH4,0,0,0,0,0,0,0
A0A6B9LII6,0,0,0,0,0,0,1
A0A8S5TQV5,0,0,0,0,0,0,0
A0A6B9LCH9,0,0,0,0,0,0,1
A0A2Z4Q5V7,0,0,0,0,0,0,0
A0A2Z4Q9C4,0,0,0,0,0,0,0
A0A6J5LPV2,0,0,0,0,0,0,0
A0A6J5P9H9,0,0,0,0,0,0,0
A0A8S5QKV0,0,0,0,0,0,0,0
A0A8S5T1S9,0,0,0,0,0,0,1
A0AAU8GLP3,0,0,0,0,0,0,1
A0A345GTY2,0,0,0,0,0,0,0
A0A3G3E631,0,0,0,0,0,0,1
A0A649VAT4,0,0,0,0,0,0,0
A0A8S5VAK1,0,0,0,0,0,0,0
W5VKG4,0,0,0,0,0,0,0
Q6JPC6,0,0,0,0,0,0,1
Q9YMP1,0,0,0,0,0,0,0
A0A0R7EYW4,0,0,0,0,0,0,0
A0A2I7G2W4,0,0,0,0,0,0,1
A0A2U8UJC2,0,0,0,0,0,1,0
A0A2U8UPM6,0,0,0,0,0,0,1
A0A2Z4Q9U2,0,0,0,0,0,0,1
A0A385DVV8,0,0,0,0,0,0,1
A0A3G3M7V0,0,0,0,0,0,0,0
A0A3G3MA68,0,0,0,0,0,0,0
A0A514DHK5,0,0,0,0,0,0,1
A0A5P8D8S0,0,0,0,0,0,0,1
A0A5Q2WDU6,0,0,0,0,0,0,1
A0A649VMY8,0,0,0,0,0,0,1
A0A649VNT5,0,0,0,0,0,0,1
A0A7L7SNS6,0,0,0,0,0,0,1
A0A9E7SWL0,0,0,0,0,0,0,0
A0AA96H0X5,0,0,0,0,0,0,1
A0AAE8BMA3,0,0,0,0,0,0,1
A0ABY5T7N9,0,0,0,0,0,0,0
A0A2Z4Q6A3,0,0,0,0,0,0,1
A0A3G3M8W8,0,0,0,0,0,0,0
A0A3G3M9J1,0,0,0,0,0,0,1
A0A3G3MAE2,0,0,0,0,0,0,1
A0A514DIU3,0,0,0,0,0,0,0
A0A5P8D6M6,0,0,0,0,0,0,1
A0A6B9QQY4,0,0,0,0,0,0,1
A0A7G8LKK0,0,0,0,0,0,0,1
A0A7G8LM97,0,0,0,0,0,0,0
A0A9E7E4Q6,0,0,0,0,0,0,0
Q6JKB5,0,0,0,0,0,0,1
A0A345MHX9,0,0,0,0,0,0,1
A0A385DWP0,0,0,0,0,0,0,0
A0A3G3MBN3,0,0,0,0,0,0,1
A0A3G3MBP4,0,0,0,0,0,0,1
A0A514DEM3,0,0,0,0,0,0,1
A0A516KUT1,0,0,0,0,0,0,1
A0A649VRU6,0,0,0,0,0,0,0
A0A649VXR3,0,0,0,0,0,0,0
A0A7G8LDY2,0,0,0,0,0,0,1
A0A7G8LL97,0,0,0,0,0,0,0
A0A7T0M109,0,0,0,0,0,0,1
A0A899IRW0,0,0,0,0,0,0,1
A0A8A5LIV4,0,0,0,0,0,0,1
A0AAE7FAH8,0,0,0,0,0,0,1
A0AAE7XDX1,0,0,0,0,0,0,1
X5GEA8,0,0,0,0,0,0,0
A0A142K9V0,0,0,0,0,0,0,1
A0A2U8UHW1,0,0,0,0,0,0,1
A0A385DMT3,0,0,0,0,0,0,1
A0A4Y6ELX1,0,0,0,0,0,0,1
A0A515ML09,0,0,0,0,0,0,0
A0A649VU92,0,0,0,0,0,0,1
A0A7G3V985,0,0,0,0,0,0,0
A0A7G3VBF2,0,0,0,0,0,0,1
A0A7G9A0X2,0,0,0,0,0,0,1
A0A8F3E9V8,0,0,0,0,0,0,1
A0A976UE81,0,0,0,0,0,0,0
A0A9E7T0Y4,0,0,0,0,0,0,1
A0A0H4THC0,0,0,0,0,0,0,1
A0A2U9PFV8,0,0,0,0,0,0,1
A0A345KPF9,0,0,0,0,0,0,0
A0A3G3M7W0,0,0,0,0,0,0,1
A0A3G3M925,0,0,0,0,0,0,1
A0A3G3M9F6,0,0,0,0,0,0,0
A0A514DDE9,0,0,0,0,0,0,1
A0A514DHX8,0,0,0,0,0,0,0
A0A6J5SSD5,0,0,0,0,0,0,0
A0A7T1KS95,0,0,0,0,0,0,1
A0A976U9R4,0,0,0,0,0,0,0
A0A977PQ41,0,0,0,0,0,0,0
A0AAX4RAM5,0,0,0,0,0,0,0
A0A649VK13,0,0,0,0,0,0,1
A0A8T8JBK3,0,0,0,0,0,0,1
A0AAE7VCP8,0,0,0,0,0,0,0
A0A6M6R532,0,0,0,0,0,0,0
A0A2H4UX80,0,0,0,0,0,0,1
A0A2K9VSB5,0,0,0,0,0,0,0
A0A411CSF5,0,0,0,0,0,0,0
A0AA96KMN2,0,0,0,0,0,0,0
A4L243,0,0,0,0,0,0,0
A0A2D1GEX1,0,0,0,0,0,0,1
A0A514DI47,0,0,0,0,0,0,1
A0A7L7SZL6,0,0,0,0,0,0,1
A0A9E7QBJ0,0,0,0,0,0,0,0
A0AA50ACJ9,0,0,0,0,0,0,1
A1YRC2,0,0,0,0,0,0,0
A0A7G9UXQ3,0,0,0,0,0,0,1
A0AA49X4A2,0,0,0,0,0,0,1
A0A162GUS0,0,0,0,0,0,0,0
A0A2L0HJL4,0,0,0,0,0,0,1
A0A7T1KSA4,0,0,0,0,0,1,1
A0AB39J7I3,0,0,0,0,0,0,0
A8WA40,0,0,0,0,0,0,1
Q7TLS5,0,0,0,0,0,0,0
A0A8S5LPI6,0,0,0,0,0,0,1
A0A8S5VXD8,0,0,0,0,0,0,1
A0A2L0WU36,0,0,0,0,0,0,0
A0A2U7U8G2,0,0,0,0,0,0,1
A0A8S5UVA3,0,0,0,0,0,0,0
A0AAE6R628,0,0,0,0,0,0,0
A0A068LK97,0,0,0,0,0,0,0
A0A8S5MBJ1,0,0,0,0,0,0,0
A0A8S5QLW2,0,0,0,0,0,0,1
A0A8S5SN67,0,0,0,0,0,0,0
A0A8S5VII6,0,0,0,0,0,0,1
A0A6J7WXX5,0,0,0,0,0,0,1
A0A8S5UKH8,0,0,0,0,0,0,1
A0AA49CJ71,0,0,0,0,0,0,0
A0ABY0JYM2,0,0,0,0,0,0,0
Q1HH22,0,0,0,0,0,0,0
A0A6J5NSB2,0,0,0,0,0,0,0
A0A6J5Q9P0,0,0,0,0,0,0,0
A0A8S5PVI3,0,0,0,0,0,0,1
A0A8S5RND0,0,0,0,0,0,0,1
Q8JM48,0,0,0,0,0,0,0
A0A5K7XX21,0,0,0,0,0,0,0
A0A6J5KP98,0,0,0,0,0,0,0
A0A6J5LZH1,0,0,0,0,0,0,0
A0A811BNH3,0,0,0,0,0,0,1
A0A8S5V6B3,0,0,0,0,0,0,1
A0A8S5VL71,0,0,0,0,0,0,1
M1IPJ8,0,0,0,0,0,0,0
A0A6J5LFB4,0,0,0,0,0,0,0
S4VU67,0,0,0,0,0,0,1
A0A6J5LZT4,0,0,0,0,0,0,0
A0A6J7VM89,0,0,0,0,0,0,0
A0A6J7WS34,0,0,0,0,0,0,0
A0A1B1IVX3,0,0,0,0,0,0,0
A0A6G6XJY6,0,0,0,0,0,0,1
E5E3T0,0,0,0,0,0,0,0
A0A9E7MMV8,0,0,0,0,0,0,1
Q6J7Y2,0,0,0,0,0,0,0
Q6TDM9,0,0,0,0,0,0,1
A0A1L2BWW5,0,0,0,0,0,1,1
A0A8S5MFC2,0,0,0,0,0,0,1
A0A4Y6E9W6,0,0,0,0,0,0,0
A0A2D1GG84,0,0,0,0,0,0,0
A0A3G2KD80,0,0,0,0,0,0,0
A0A3G2KH06,0,0,0,0,0,0,0
A0A3G2KHL0,0,0,0,0,0,0,0
A0A3G2KIH7,0,0,0,0,0,0,0
A0A5J6TX17,0,0,0,0,0,0,0
A0A5Q2WC53,0,0,0,0,0,0,0
L7XYF8,0,0,0,0,0,0,0
A0A0U4JKN8,0,0,0,0,0,0,0
A0A160DEI1,0,0,0,0,0,0,0
A0A222ZFK1,0,0,0,0,0,0,0
A0A345MIU1,0,0,0,0,0,0,0
A0A3G2KFD3,0,0,0,0,0,0,0
A0A8S5NY32,0,0,0,0,0,0,0
A0A8S5S462,0,0,0,0,0,0,0
A0A076FHB8,0,0,0,0,0,0,0
A0A160DFP2,0,0,0,0,0,0,0
A0A1B3AYG5,0,0,0,0,0,0,0
A0A3G2KFB5,0,0,0,0,0,0,0
A0A3G2KHY0,0,0,0,0,0,0,0
A0A410TD49,0,0,0,0,0,0,0
A0A160DEY0,0,0,0,0,0,0,0
A0A160DF97,0,0,0,0,0,0,0
A0A3G2KF11,0,0,0,0,0,0,0
A0A482JH62,0,0,0,0,0,0,0
A0A142K959,0,0,0,0,0,0,0
A0A1I9SCA2,0,0,0,0,0,0,1
A0A385D4I0,0,0,0,0,0,0,0
A0A411CQ20,0,0,0,0,0,0,1
A0A481VXV0,0,0,0,0,0,0,0
A0A481VYF2,0,0,0,0,0,0,0
A0A481VZC9,0,0,0,0,0,0,1
A0A6M3TC54,0,0,0,0,0,0,0
A0AAE8XJL4,0,0,0,0,0,0,0
A0AAE8YK95,0,0,0,0,0,0,1
G3M5E5,0,0,0,0,0,0,1
M4W6X8,0,0,0,0,0,0,0
A0A0M4QVD5,0,0,0,0,0,0,0
A0A0U4JUW5,0,0,0,0,0,0,0
A0A142K7H9,0,0,0,0,0,0,1
A0A142K7W7,0,0,0,0,0,0,0
A0A222Z3G4,0,0,0,0,0,0,0
A0A2H4PFS5,0,0,0,0,0,0,1
A0A385D5I4,0,0,0,0,0,0,0
A0A386KLI4,0,0,0,0,0,0,0
A0A4Y6EME7,0,0,0,0,0,0,0
A0A7G8LK08,0,0,0,0,0,0,0
A0A7G8LQT0,0,0,0,0,0,0,0
A0A8A5LS48,0,0,0,0,0,0,0
A0A976YF97,0,0,0,0,0,0,0
A0A0U4B6G6,0,0,0,0,0,0,0
A0A0U4IWG1,0,0,0,0,0,0,0
A0A142K841,0,0,0,0,0,0,1
A0A222Z1Z2,0,0,0,0,0,0,0
A0A222Z950,0,0,0,0,0,0,0
A0A5B8WMD1,0,0,0,0,0,0,0
A0A5J6TE20,0,0,0,0,0,0,1
A0A6G8R2E5,0,0,0,0,0,0,0
A0A6G9LDU4,0,0,0,0,0,0,0
A0A6J5N9Z3,0,0,0,0,0,0,0
A0A8F3E5Q3,0,0,0,0,0,0,0
A0AA48V688,0,0,0,0,0,0,1
A0AA49E4W4,0,0,0,0,0,0,0
A0AA49GZH5,0,0,0,0,0,0,0
A0AA96GUP2,0,0,0,0,0,0,0
E0YQ48,0,0,0,0,0,0,0
A0A097EYS6,0,0,0,0,0,0,0
A0A0U4JYU9,0,0,0,0,0,0,0
A0A222Z898,0,0,0,0,0,0,0
A0A222ZL02,0,0,0,0,0,0,0
A0A2Z5HGA6,0,0,0,0,0,0,0
A0A3S9UPZ0,0,0,0,0,0,0,0
A0A481VUF2,0,0,0,0,0,0,0
A0A514A5I5,0,0,0,0,0,0,0
A0A7G3WHY3,0,0,0,0,0,0,0
B5U3B6,0,0,0,0,0,0,0
A0A140G761,0,0,0,0,0,0,0
A0A142K7B0,0,0,0,0,0,0,0
A0A481VZ56,0,0,0,0,0,0,1
A0A481W120,0,0,0,0,0,0,1
A0A5B8WJ43,0,0,0,0,0,0,0
A0AA48V5V6,0,0,0,0,0,0,1
A0AA48V5Z7,0,0,0,0,0,0,1
A0AA96HWF1,0,0,0,0,0,0,0
A0A8S5R3E4,0,0,0,0,0,0,0
A0A8S5THD1,0,0,0,0,0,0,0
Q287H9,0,0,0,0,0,0,0
A0A8S5T3M2,0,0,0,0,0,0,0
A0A8S5U5C4,0,0,0,0,0,0,0
A0AAU8AV14,0,0,0,0,0,0,0
A0A8S5MCY3,0,0,0,0,0,0,0
A0A8S5UZH6,0,0,0,0,0,0,1
A0A8S5LGD1,0,0,0,0,0,0,0
A0A8S5M1C3,0,0,0,0,0,0,1
I3XMB4,0,0,0,0,0,0,0
Q919Q1,0,0,0,0,0,0,1
Q9J855,0,0,0,0,0,0,0
Q8QLC8,0,0,0,0,0,0,0
A0A6J5NWX9,0,0,0,0,0,0,1
A0A8S5RC67,0,0,0,0,0,0,1
I3WEY3,0,0,0,0,0,0,0
A0A1V0SKR3,0,0,0,0,0,0,0
A0A6M9TZY4,0,0,0,0,0,0,0
A0A068LKF9,0,0,0,0,0,0,0
A0A2L0WTZ0,0,0,0,0,0,0,0
A0A1S5YE08,0,0,0,0,0,0,0
A0A2H4T2R1,0,0,0,0,0,0,1
A0A7U3U867,0,0,0,0,0,0,0
A0A9E8BVZ8,0,0,0,0,0,0,0
A0A097DAT3,0,0,0,0,0,0,0
A0A0C5AQ93,0,0,0,0,0,0,0
A0A0K0WS97,0,0,0,0,0,0,0
A0A0S3IUX4,0,0,0,0,0,0,1
A0A0S3IXF2,0,0,0,0,0,0,1
A0A346TPX9,0,0,0,0,0,0,0
A0A977XU70,0,0,0,0,0,0,0
A0AAF1D2A1,0,0,0,0,0,0,0
A5IZU9,0,0,0,0,0,0,1
F4ZKW8,0,0,0,0,0,0,0
Q8JRW0,0,0,0,0,0,0,0
U5KB67,0,0,0,0,0,0,0
A0A0S3IXD3,0,0,0,0,0,0,1
Q6JKC9,0,0,0,0,0,0,0
Q9DVU4,0,0,0,0,0,0,0
X5GE93,0,0,0,0,0,0,0
A0A162GU42,0,0,0,0,0,0,1
A0A1B2CS72,0,0,0,0,0,0,0
A0A1L5JGS2,0,0,0,0,0,0,0
A0A2K9VS56,0,0,0,0,0,0,0
A0A481SFB6,0,0,0,0,0,0,0
A0AAE7SXR2,0,0,0,0,0,0,0
A1YRG4,0,0,0,0,0,0,0
K4EQ31,0,0,0,0,0,0,0
Q1A4L0,0,0,0,0,0,0,0
A0A0B4VGK8,0,0,0,0,0,0,0
A0A0S3J182,0,0,0,0,0,0,1
A0A161C729,0,0,0,0,0,0,0
A0ABX6TR39,0,0,0,0,0,0,0
A0A097P979,0,0,0,0,0,0,1
A0A0S3IW82,0,0,0,0,0,0,1
A0A6H0X5Q8,0,0,0,0,0,0,0
A0A6N1NMX1,0,0,0,0,0,0,0
A0A8S5VGD0,0,0,0,0,0,0,0
A0AAE6H2X6,0,0,0,0,0,0,1
A0AAE9LNK4,0,0,0,0,0,0,1
D2J4Q7,0,0,0,0,0,0,0
L0CK54,0,0,0,0,0,0,0
S5MKS6,0,0,0,0,0,0,1
V9XTN9,0,0,0,0,0,0,1
D4I5U6,0,0,0,0,0,0,0
A9JM18,0,0,0,0,0,0,0
Q0GY92,0,0,0,0,0,0,0
A0A1B2CSJ6,0,0,0,0,0,0,1
A0A1C8ZX52,0,0,0,0,0,0,0
A0A3G2JTS8,0,0,0,0,0,0,0
B6D5W1,0,0,0,0,0,0,0
S5MK82,0,0,0,0,0,0,1
T1QZT2,0,0,0,0,0,0,0
A0A0A7KR32,0,0,0,0,0,0,0
A0AAE8YEV6,0,0,0,0,0,0,0
A9YMW8,0,0,0,0,0,0,0
Q06KD9,0,0,0,0,0,0,1
A0A0B4ULY3,0,0,0,0,0,0,1
A0A120L165,0,0,0,0,0,0,0
A0A1C8ZXI5,0,0,0,0,0,0,0
A0A346QW45,0,0,0,0,0,0,0
A0A8S5LL92,0,0,0,0,0,0,1
T1R0B2,0,0,0,0,0,0,0
A0A0S3J082,0,0,0,0,0,0,1
A0A109WXR4,0,0,0,0,0,0,0
A0A8S5RS72,0,0,0,0,0,0,0
A0A1L5JGR7,0,0,0,0,0,0,0
A0A288WIT3,0,0,0,0,0,0,0
A0A2Z6C5F6,0,0,0,0,0,0,1
A0A6B7KH88,0,0,0,0,0,0,0
Q4KSV3,0,0,0,0,0,0,0
Q9DVS7,0,0,0,0,0,0,1
A0A0K0WSB6,0,0,0,0,0,0,1
A0A0R7EYU7,0,0,0,0,0,0,0
A0A6N0C1L3,0,0,0,0,0,0,0
A0AAX3AUH2,0,0,0,0,0,0,1
A7IXN6,0,0,0,0,0,0,1
C3VP22,0,0,0,0,0,0,0
Q0N3Y5,0,0,0,0,0,0,0
A0A1D8QLF7,0,0,0,0,0,0,0
A0A346TPR2,0,0,0,0,0,0,1
A0A977TP40,0,0,0,0,0,0,0
A0AAE6R6I8,0,0,0,0,0,0,1
Q1A4J2,0,0,0,0,0,0,0
Q461U7,0,0,0,0,0,0,0
