accession,full_sequence_hmm_results,PF00154_custom_hmm_results,PF00154_hmm_results,PF21134_custom_hmm_results,PF21134_hmm_results
A0A8S5UW54,0,0,0,0,0
A0AAE8YVF5,0,0,0,0,0
A0AAT9TTA9,0,0,0,0,0
E0YJ18,0,0,0,0,0
Q1A118,0,0,0,0,0
Q857V9,0,0,0,0,0
Q8W5Y3,0,0,0,0,0
V9VFQ5,0,0,0,0,0
W5RV39,0,0,0,0,0
A0A0F6WF30,0,0,0,0,0
A0A0K2CYP0,0,0,0,0,0
A0A0K2CZC3,0,0,0,0,0
A0A1W6JK69,0,0,0,0,0
A0A2D1GJR3,0,0,0,0,0
A0A2K9VC99,0,0,0,0,0
A0A3G2KJ59,0,0,0,0,0
A0A410TBP2,0,0,0,0,0
A0A411AXM8,0,0,0,0,0
A0A6B9LAB7,0,0,0,0,0
A0A6J5L0R8,0,0,0,0,0
A0A6J5RDD9,0,0,0,0,0
A0A8S5LRQ1,0,0,0,0,0
A0A8S5PWE8,0,0,0,0,0
A0A8S5VDK9,0,0,0,0,0
A0A9E7NJY3,0,0,0,0,0
A0AAE8YUX6,0,0,0,0,0
A0AAF0GNN9,0,0,0,0,0
A0AAU8GN55,0,0,0,0,0
A0AAU8GR03,0,0,0,0,0
A0AAX4J735,0,0,0,0,0
G1D2A3,0,0,0,0,0
G1D5R6,0,0,0,0,0
G9FGY1,0,0,0,0,0
U5JA40,0,0,0,0,0
A0A1S5SEW7,0,0,0,0,0
A0A8S5L803,0,0,0,0,0
A0A8S5MUS6,0,0,0,0,0
A0A8S5PK59,0,0,0,0,0
A0A8S5STM1,0,0,0,0,0
A0A8S5QI30,0,0,0,0,0
A7XX23,0,0,0,0,0
A0A2K9V5A8,0,0,0,0,0
A0A3G6K3I0,0,0,0,0,0
A0A8S5VCQ0,0,0,0,0,0
A0A8S5VE06,0,0,0,0,0
A0A8S5TQF2,0,0,0,0,0
A0A8S5UEV5,0,0,0,0,0
E5FFF9,0,0,0,0,0
A0A8S5PR23,0,0,0,0,0
A0A8S5SS76,0,0,0,0,0
A0A8S5T9L3,0,0,0,0,0
A0AAU8HYI5,1,1,1,1,1
A0A8S5L5T0,0,0,0,0,0
A0A8S5LJC0,0,0,0,0,0
A0A8S5LU46,0,0,0,0,0
A0A8S5LUE9,0,0,0,0,0
A0A8S5MHF2,0,0,0,0,0
A0A8S5MKS8,0,0,0,0,0
A0A8S5MZ49,0,0,0,0,0
A0A8S5N6B7,0,0,0,0,0
A0A8S5NH08,0,0,0,0,0
A0A8S5NX72,0,0,0,0,0
A0A8S5P8Y0,0,0,0,0,0
A0A8S5PQH5,0,0,0,0,0
A0A8S5R1S2,0,0,0,0,0
A0A8S5SRU3,0,0,0,0,0
A0A8S5SUL4,0,0,0,0,0
A0A8S5TEU3,0,0,0,0,0
A0A8S5TQ84,0,0,0,0,0
A0A8S5UVI7,0,0,0,0,0
A0A8S5V8Z5,0,0,0,0,0
A0AAU7PET4,0,0,0,0,0
A0A8S5M8Y1,0,0,0,0,0
A0A8S5MFX2,0,0,0,0,0
A0A8S5MG46,0,0,0,0,0
A0A8S5NC57,0,0,0,0,0
A0A8S5P0H0,0,0,0,0,0
A0A8S5P2N2,0,0,0,0,0
A0A8S5P3J2,0,0,0,0,0
A0A8S5PU90,0,0,0,0,0
A0A8S5PXC6,0,0,0,0,0
A0A8S5Q8F9,0,0,0,0,0
A0A8S5QAW8,0,0,0,0,0
A0A8S5QJ83,0,0,0,0,0
A0A8S5QV89,0,0,0,0,0
A0A8S5STS8,0,0,0,0,0
A0A8S5T4Y2,0,0,0,0,0
A0A8S5U7T8,0,0,0,0,0
A0A836PIB7,0,0,0,0,0
A0A8S5MSL1,0,0,0,0,0
A0A8S5MX92,0,0,0,0,0
A0A8S5N942,0,0,0,0,0
A0A8S5PMC2,0,0,0,0,0
A0A8S5PXM9,0,0,0,0,0
A0A8S5PZX0,0,0,0,0,0
A0A8S5QKU7,0,0,0,0,0
A0A8S5TNL5,0,0,0,0,0
A0A8S5VHK5,0,0,0,0,0
A0A8S5LPC8,0,0,0,0,0
A0A8S5M1L6,0,0,0,0,0
A0A8S5M8D7,0,0,0,0,0
A0A8S5MEI1,0,0,0,0,0
A0A8S5NAS8,0,0,0,0,0
A0A8S5NJ32,0,0,0,0,0
A0A8S5P8F2,0,0,0,0,0
A0A8S5PJ47,0,0,0,0,0
A0A8S5Q8U0,0,0,0,0,0
A0A8S5SAL8,0,0,0,0,0
A0A8S5T5M8,0,0,0,0,0
A0A8S5TRU4,0,0,0,0,0
A0A8S5MCQ3,0,0,0,0,0
A0A8S5MHS8,0,0,0,0,0
A0A8S5N3E3,0,0,0,0,0
A0A8S5NEX0,0,0,0,0,0
A0A8S5PUP1,0,0,0,0,0
A0A8S5Q1Q3,0,0,0,0,0
A0A8S5S6K7,0,0,0,0,0
A0A8S5SIP7,0,0,0,0,0
A0A8S5TEI7,0,0,0,0,0
A0A8S5TGK9,0,0,0,0,0
A0AAU8HXR4,1,1,1,1,1
Q5XLQ5,0,0,0,0,0
A0A090C6M9,0,0,0,0,0
A0A141DZB9,0,0,0,0,0
A0A141DZD4,0,0,0,0,0
A0A141E0E6,0,0,0,0,0
A0A1B1IWP1,0,0,0,0,0
A0A1B1P7Y2,0,0,0,0,0
A0A1B1P8K8,0,0,0,0,0
A0A1S5S8G1,0,0,0,0,0
A0A1S5SAV5,0,0,0,0,0
A0A1S5SCY6,0,0,0,0,0
A0A1S5SEC4,0,0,0,0,0
A0A1W6DWU1,0,0,0,0,0
A0A240F4W2,0,0,0,0,0
A0A2H4J790,0,0,0,0,0
A0A2I6UFC9,0,0,0,0,0
A0A345GTZ0,0,0,0,0,0
A0A5Q2WB94,0,0,0,0,0
A0A6G6XHA0,0,0,0,0,0
A0A6J5M524,0,0,0,0,0
A0A6J5NRC4,0,0,0,0,0
A0A6J5PQ14,0,0,0,0,0
A0A6J5S0W9,0,0,0,0,0
A0A6J7WC87,0,0,0,0,0
A0A830ZNU8,0,0,0,0,0
A0A876AXD4,0,0,0,0,0
A0A8S5MP89,0,0,0,0,0
A0A8S5MU83,0,0,0,0,0
A0A8S5N5N1,0,0,0,0,0
A0A8S5ND50,0,0,0,0,0
A0A8S5NQC7,0,0,0,0,0
A0A8S5NVE0,0,0,0,0,0
A0A8S5PVG5,0,0,0,0,0
A0A8S5QHD0,0,0,0,0,0
A0A8S5QJK5,0,0,0,0,0
A0A8S5S1H0,0,0,0,0,0
A0A8S5S675,0,0,0,0,0
A0A8S5SFS0,0,0,0,0,0
A0A8S5UA90,0,0,0,0,0
A0A8S5V118,0,0,0,0,0
A0A8S5V5P0,0,0,0,0,0
A0A9E7STG3,0,0,0,0,0
A0AA86Y599,0,0,0,0,0
A0AAE9G4J7,0,0,0,0,0
A8ATD6,0,0,0,0,0
A8WA17,0,0,0,0,0
E5E3N4,0,0,0,0,0
K4K327,0,0,0,0,0
K7PHM9,0,0,0,0,0
K7PKD7,0,0,0,0,0
K7PMF1,0,0,0,0,0
Q6R860,0,0,0,0,0
R9W0R3,0,0,0,0,0
A0A090DCL7,0,0,0,0,0
A0A096XER6,0,0,0,0,0
A0A0S2GLG4,0,0,0,0,0
A0A1B0WM49,0,0,0,0,0
A0A1B0WMK0,0,0,0,0,0
A0A1D9C9R5,0,0,0,0,0
A0A1S5S913,0,0,0,0,0
A0A1S5S994,0,0,0,0,0
A0A1S5S9E6,0,0,0,0,0
A0A1S5S9I9,0,0,0,0,0
A0A1S5SA16,0,0,0,0,0
A0A1S5SD67,0,0,0,0,0
A0A1S5SDP2,0,0,0,0,0
A0A1S5SG68,0,0,0,0,0
A0A1V0EDU5,0,0,0,0,0
A0A2H4J6I5,0,0,0,0,0
A0A385EC00,0,0,0,0,0
A0A481VZJ6,0,0,0,0,0
A0A481W174,0,0,0,0,0
A0A514A678,0,0,0,0,0
A0A6J5KWT0,0,0,0,0,0
A0A6J5M294,0,0,0,0,0
A0A6J5MMT8,0,0,0,0,0
A0A6J5QQZ7,0,0,0,0,0
A0A6J5S8Q1,0,0,0,0,0
A0A6J5SDZ4,0,0,0,0,0
A0A6J7WRP6,0,0,0,0,0
A0A6S4PAV6,0,0,0,0,0
A0A6S4PGQ9,0,0,0,0,0
A0A7L8ZLQ2,0,0,0,0,0
A0A8S5LMT7,0,0,0,0,0
A0A8S5M4Y4,0,0,0,0,0
A0A8S5N2A1,0,0,0,0,0
A0A8S5NCD6,0,0,0,0,0
A0A8S5P6C4,0,0,0,0,0
A0A8S5P6Z1,0,0,0,0,0
A0A8S5P901,0,0,0,0,0
A0A8S5P959,0,0,0,0,0
A0A8S5PRH0,0,0,0,0,0
A0A8S5PUU2,0,0,0,0,0
A0A8S5PXQ6,0,0,0,0,0
A0A8S5QQ13,0,0,0,0,0
A0A8S5TZB5,0,0,0,0,0
A0A8S5U8F1,0,0,0,0,0
A0A8S5VVM9,0,0,0,0,0
A0AAE9HF55,0,0,0,0,0
A4PE72,0,0,0,0,0
E8ZDL7,0,0,0,0,0
G3M5D1,0,0,0,0,0
J9QE93,0,0,0,0,0
K4JX14,0,0,0,0,0
K7P842,0,0,0,0,0
A0A059VF45,0,0,0,0,0
A0A0A0YRV7,0,0,0,0,0
A0A0H4THA0,0,0,0,0,0
A0A0U3TZ27,0,0,0,0,0
A0A1B3B0M5,0,0,0,0,0
A0A1L5C291,0,0,0,0,0
A0A1S5S9C2,0,0,0,0,0
A0A1S5SAV2,0,0,0,0,0
A0A1S5SFL0,0,0,0,0,0
A0A1V0EEQ0,0,0,0,0,0
A0A2H4J8L8,0,0,0,0,0
A0A385UCW1,0,0,0,0,0
A0A411CQH4,0,0,0,0,0
A0A482MDE9,0,0,0,0,0
A0A515MHB1,0,0,0,0,0
A0A6J5KTT8,0,0,0,0,0
A0A6J5LYD5,0,0,0,0,0
A0A6S4PA53,0,0,0,0,0
A0A7G5B8Z3,0,0,0,0,0
A0A7G5BAF1,0,0,0,0,0
A0A7G8ZZK8,0,0,0,0,0
A0A7G9UXM8,0,0,0,0,0
A0A830ZUB2,0,0,0,0,0
A0A8S5LF85,0,0,0,0,0
A0A8S5LLN0,0,0,0,0,0
A0A8S5LNE4,0,0,0,0,0
A0A8S5LW03,0,0,0,0,0
A0A8S5M6F5,0,0,0,0,0
A0A8S5NA04,0,0,0,0,0
A0A8S5P4E4,0,0,0,0,0
A0A8S5PDT3,0,0,0,0,0
A0A8S5QG11,0,0,0,0,0
A0A8S5QHL8,0,0,0,0,0
A0A8S5QQF6,0,0,0,0,0
A0A8S5QTW6,0,0,0,0,0
A0A8S5QVD0,0,0,0,0,0
A0A8S5R1T9,0,0,0,0,0
A0A8S5SNC7,0,0,0,0,0
A0A8S5SR05,0,0,0,0,0
A0A8S5SRG9,0,0,0,0,0
A0A8S5SUA1,0,0,0,0,0
A0A8S5T7L3,0,0,0,0,0
A0A8S5U0Y8,0,0,0,0,0
A0A8S5ULD6,0,0,0,0,0
A0A8S5UTX1,0,0,0,0,0
A0A8S5V4S2,0,0,0,0,0
A0A8S5V8A9,0,0,0,0,0
A0A8S5VC28,0,0,0,0,0
A0A9E7MQA7,0,0,0,0,0
A0A9E7MS78,0,0,0,0,0
A0AAE9GAN1,0,0,0,0,0
A0AAT9V7G2,0,0,0,0,0
C5J955,0,0,0,0,0
H0USV4,0,0,0,0,0
K4JRQ8,0,0,0,0,0
K4K6A1,0,0,0,0,0
M1TW19,0,0,0,0,0
Q4ZC42,0,0,0,0,0
W8CYP1,0,0,0,0,0
A0A023ZX87,0,0,0,0,0
A0A0A8WE94,0,0,0,0,0
A0A0A8WEV9,0,0,0,0,0
A0A0A8WI70,0,0,0,0,0
A0A0E3T6W0,0,0,0,0,0
A0A0E3T7Z8,0,0,0,0,0
A0A0E3XA96,0,0,0,0,0
A0A0M5M0L9,0,0,0,0,0
A0A0M5M0N3,0,0,0,0,0
A0A141E0P1,0,0,0,0,0
A0A1B0WMR1,0,0,0,0,0
A0A1I9SC88,0,0,0,0,0
A0A1L2BWP1,0,0,0,0,0
A0A1R3Y6Z3,0,0,0,0,0
A0A1S5S8B7,0,0,0,0,0
A0A1S5S9Q4,0,0,0,0,0
A0A1S5SA66,0,0,0,0,0
A0A1S5SAQ5,0,0,0,0,0
A0A1S5SCL0,0,0,0,0,0
A0A1S5SCV2,0,0,0,0,0
A0A1S5SCV4,0,0,0,0,0
A0A222ZES9,0,0,0,0,0
A0A2D1GFB1,0,0,0,0,0
A0A2H4J4W0,0,0,0,0,0
A0A2H4JG32,0,0,0,0,0
A0A385EA17,0,0,0,0,0
A0A3G2KCZ6,0,0,0,0,0
A0A3G2KH19,0,0,0,0,0
A0A514DJG5,0,0,0,0,0
A0A6G9LAV6,0,0,0,0,0
A0A6J5KJG7,0,0,0,0,0
A0A6J5KMJ4,0,0,0,0,0
A0A6J5KY07,0,0,0,0,0
A0A6J5SYB5,0,0,0,0,0
A0A6J7WFG2,0,0,0,0,0
A0A6S4PEE4,0,0,0,0,0
A0A8S5LET1,0,0,0,0,0
A0A8S5LMH1,0,0,0,0,0
A0A8S5M736,0,0,0,0,0
A0A8S5MGI6,0,0,0,0,0
A0A8S5N681,0,0,0,0,0
A0A8S5NWE8,0,0,0,0,0
A0A8S5PZC6,0,0,0,0,0
A0A8S5QBN7,0,0,0,0,0
A0A8S5SBA2,0,0,0,0,0
A0A8S5T4Q7,0,0,0,0,0
A0A8S5T7P2,0,0,0,0,0
A0A8S5TY86,0,0,0,0,0
A0A8S5VF03,0,0,0,0,0
A0A8T8JBJ0,0,0,0,0,0
A0AA48V652,0,0,0,0,0
A0AAE9K613,0,0,0,0,0
A0AAU8GKN6,0,0,0,0,0
A0AAU8GMB5,0,0,0,0,0
E8ZDR2,0,0,0,0,0
I3WU23,0,0,0,0,0
K7P7R5,0,0,0,0,0
Q58N46,0,0,0,0,0
Q9ZWV7,0,0,0,0,0
A0A0A8WF93,0,0,0,0,0
A0A0E3XBN7,0,0,0,0,0
A0A142KA26,0,0,0,0,0
A0A1J1J900,0,0,0,0,0
A0A1S5NNJ1,0,0,0,0,0
A0A1S5S7M5,0,0,0,0,0
A0A1S5SCL7,0,0,0,0,0
A0A1S5SER2,0,0,0,0,0
A0A220NRP6,0,0,0,0,0
A0A220NSB9,0,0,0,0,0
A0A2D1GPE8,0,0,0,0,0
A0A2K8I325,0,0,0,0,0
A0A385D0Z8,0,0,0,0,0
A0A3G3MAZ9,0,0,0,0,0
A0A5J6TJ14,0,0,0,0,0
A0A6J5MH52,0,0,0,0,0
A0A6J5MYJ3,0,0,0,0,0
A0A6J5NCE7,0,0,0,0,0
A0A6J5NHC9,0,0,0,0,0
A0A6J7VJD1,0,0,0,0,0
A0A7G9UZ96,0,0,0,0,0
A0A7L7SRF1,0,0,0,0,0
A0A7T0M148,0,0,0,0,0
A0A830ZWA6,0,0,0,0,0
A0A873WGI7,0,0,0,0,0
A0A8D9PE11,0,0,0,0,0
A0A8S5M052,0,0,0,0,0
A0A8S5MAF5,0,0,0,0,0
A0A8S5MCT0,0,0,0,0,0
A0A8S5MY35,0,0,0,0,0
A0A8S5N1W9,0,0,0,0,0
A0A8S5NSE9,0,0,0,0,0
A0A8S5PD27,0,0,0,0,0
A0A8S5PIJ5,0,0,0,0,0
A0A8S5PTQ2,0,0,0,0,0
A0A8S5Q9F0,0,0,0,0,0
A0A8S5SFI1,0,0,0,0,0
A0A8S5SL42,0,0,0,0,0
A0A8S5THM8,0,0,0,0,0
A0A8S5UAI5,0,0,0,0,0
A0A8S5UWM1,0,0,0,0,0
A0A8S5VC85,0,0,0,0,0
A0A8S5VDK1,0,0,0,0,0
A0A8S5VFH6,0,0,0,0,0
A0A8S5VG02,0,0,0,0,0
A0A9E7SR12,0,0,0,0,0
A0AAE8XQY2,0,0,0,0,0
A0AAE8Y621,0,0,0,0,0
A0AAE9K5N5,0,0,0,0,0
A0AAU8GPQ7,0,0,0,0,0
A0AB39BZG2,0,0,0,0,0
F6K8Q2,0,0,0,0,0
G8C7K6,0,0,0,0,0
L7TP61,0,0,0,0,0
Q8JL11,0,0,0,0,0
R9R596,0,0,0,0,0
A0A0A0RN34,0,0,0,0,0
A0A0F6SJK8,0,0,0,0,0
A0A0F7LA05,0,0,0,0,0
A0A0F7LBR0,0,0,0,0,0
A0A0K0MWE8,0,0,0,0,0
A0A0K0N6I5,0,0,0,0,0
A0A142K799,0,0,0,0,0
A0A142K7N4,0,0,0,0,0
A0A142K7V6,0,0,0,0,0
A0A1S5SAT1,0,0,0,0,0
A0A1X9H094,0,0,0,0,0
A0A2D1G850,0,0,0,0,0
A0A2H4PCY2,0,0,0,0,0
A0A2H4PEZ9,0,0,0,0,0
A0A2I6PD84,0,0,0,0,0
A0A2P1CEE3,0,0,0,0,0
A0A2U8UJ20,0,0,0,0,0
A0A2Z4Q4B7,0,0,0,0,0
A0A345KN08,0,0,0,0,0
A0A386KQ08,0,0,0,0,0
A0A3G2KEN3,0,0,0,0,0
A0A3G2KFQ7,0,0,0,0,0
A0A3G2KGK2,0,0,0,0,0
A0A3G3M3K4,0,0,0,0,0
A0A3S9URL8,0,0,0,0,0
A0A481S2R3,0,0,0,0,0
A0A4Y5TYR5,0,0,0,0,0
A0A4Y6EN05,0,0,0,0,0
A0A4Y6EXB0,0,0,0,0,0
A0A514A6G9,0,0,0,0,0
A0A514DKI2,0,0,0,0,0
A0A516KNZ0,0,0,0,0,0
A0A5C0CGY1,0,0,0,0,0
A0A5P1MBE6,0,0,0,0,0
A0A5P8DA33,0,0,0,0,0
A0A649V8C9,0,0,0,0,0
A0A649VDZ8,0,0,0,0,0
A0A653FS94,0,0,0,0,0
A0A653FV39,0,0,0,0,0
A0A6G8R254,0,0,0,0,0
A0A6J5R3Q3,0,0,0,0,0
A0A6J5RVZ6,0,0,0,0,0
A0A6N0A8M7,0,0,0,0,0
A0A7G8LJZ7,0,0,0,0,0
A0A7G8LLG7,0,0,0,0,0
A0A7M1CSG6,0,0,0,0,0
A0A7T1TTK6,0,0,0,0,0
A0A831ERF9,0,0,0,0,0
A0A874MFR5,0,0,0,0,0
A0A8F3E464,0,0,0,0,0
A0A8S5LF67,0,0,0,0,0
A0A8S5LTB7,0,0,0,0,0
A0A8S5M356,0,0,0,0,0
A0A8S5MEG2,0,0,0,0,0
A0A8S5MQW6,0,0,0,0,0
A0A8S5N193,0,0,0,0,0
A0A8S5PBA6,0,0,0,0,0
A0A8S5PIM7,0,0,0,0,0
A0A8S5PMX5,0,0,0,0,0
A0A8S5QCS5,0,0,0,0,0
A0A8S5R6Q2,0,0,0,0,0
A0A8S5S377,0,0,0,0,0
A0A8S5SPR5,0,0,0,0,0
A0A8S5T777,0,0,0,0,0
A0A8S5URZ2,0,0,0,0,0
A0A8S5UZ01,0,0,0,0,0
A0A8S5VBX4,0,0,0,0,0
A0A8S5VI86,0,0,0,0,0
A0AA49BQB6,0,0,0,0,0
A0AAE8BEH0,0,0,0,0,0
A0AAE8YHF4,0,0,0,0,0
A0AAE9BLR9,0,0,0,0,0
A0AAE9BM96,0,0,0,0,0
A0AAX3ZWA2,0,0,0,0,0
A0ZS04,0,0,0,0,0
A7TW87,0,0,0,0,0
E8ZDT4,0,0,0,0,0
G4KNR8,0,0,0,0,0
G9FH48,0,0,0,0,0
I1V1G3,0,0,0,0,0
K4PAZ9,0,0,0,0,0
Q1A0I1,0,0,0,0,0
Q1I119,0,0,0,0,0
Q1JS84,0,0,0,0,0
Q4ZBP1,0,0,0,0,0
Q4ZCJ6,0,0,0,0,0
Q783S0,0,0,0,0,0
U5U466,0,0,0,0,0
V5RAB5,0,0,0,0,0
V5UQJ8,0,0,0,0,0
A0A8S5LHH6,0,0,1,0,0
A0A068A216,0,0,0,0,0
A0A077KGX2,0,0,0,0,0
A0A088FBH7,0,0,0,0,0
A0A0M4RTQ0,0,0,0,0,0
A0A142K830,0,0,0,0,0
A0A142K8S6,0,0,0,0,0
A0A1B3B212,0,0,0,0,0
A0A1B3B223,0,0,0,0,0
A0A1J0MJ38,0,0,0,0,0
A0A1S5S9M9,0,0,0,0,0
A0A1S5SFR1,0,0,0,0,0
A0A222ZL05,0,0,0,0,0
A0A2D1GG61,0,0,0,0,0
A0A2H4JAG7,0,0,0,0,0
A0A2U8UME3,0,0,0,0,0
A0A2Z5XAS8,0,0,0,0,0
A0A345KR76,0,0,0,0,0
A0A345KSI5,0,0,0,0,0
A0A345L155,0,0,0,0,0
A0A385DX32,0,0,0,0,0
A0A385E0F8,0,0,0,0,0
A0A386K4W3,0,0,0,0,0
A0A3G2KI46,0,0,0,0,0
A0A3G2KIA2,0,0,0,0,0
A0A3G3BY95,0,0,0,0,0
A0A3G3LXI3,0,0,0,0,0
A0A3G3M3E3,0,0,0,0,0
A0A3Q9R8W5,0,0,0,0,0
A0A3S9UDB7,0,0,0,0,0
A0A410T7W0,0,0,0,0,0
A0A410TD52,0,0,0,0,0
A0A411BME6,0,0,0,0,0
A0A481W330,0,0,0,0,0
A0A513ZXN0,0,0,0,0,0
A0A514U687,0,0,0,0,0
A0A516KP77,0,0,0,0,0
A0A5P8DD31,0,0,0,0,0
A0A653FT76,0,0,0,0,0
A0A6B9SY35,0,0,0,0,0
A0A6J5N2A4,0,0,0,0,0
A0A6J5PAF1,0,0,0,0,0
A0A6J5RYE6,0,0,0,0,0
A0A6J7WQ52,0,0,0,0,0
A0A7G8LGJ1,0,0,0,0,0
A0A7S5RL90,0,0,0,0,0
A0A7S6R6W3,0,0,0,0,0
A0A7T3N177,0,0,0,0,0
A0A8F3E9R1,0,0,0,0,0
A0A8S5L713,0,0,0,0,0
A0A8S5LK10,0,0,0,0,0
A0A8S5M8P6,0,0,0,0,0
A0A8S5MEY2,0,0,0,0,0
A0A8S5NS90,0,0,0,0,0
A0A8S5NVT3,0,0,0,0,0
A0A8S5PHL2,0,0,0,0,0
A0A8S5Q874,0,0,0,0,0
A0A8S5QHM7,0,0,0,0,0
A0A8S5QNZ9,0,0,0,0,0
A0A8S5RRD8,0,0,0,0,0
A0A8S5S3J0,0,0,0,0,0
A0A8S5SQ18,0,0,0,0,0
A0A8S5SQ66,0,0,0,0,0
A0A8S5SXB6,0,0,0,0,0
A0A8S5TBB7,0,0,0,0,0
A0A8S5TBI6,0,0,0,0,0
A0A8S5TLF1,0,0,0,0,0
A0A8S5TNU4,0,0,0,0,0
A0A8S5TP88,0,0,0,0,0
A0A8S5TXG9,0,0,0,0,0
A0A8S5UUH9,0,0,0,0,0
A0A8S5V3M0,0,0,0,0,0
A0A8S5V8L7,0,0,0,0,0
A0A976UAC5,0,0,0,0,0
A0AAX3XG98,0,0,0,0,0
A0AAX3ZUX4,0,0,0,0,0
A0AAX3ZX27,0,0,0,0,0
B6SCW8,0,0,0,0,0
B8K1C8,0,0,0,0,0
C5J953,0,0,0,0,0
H2BDD9,0,0,0,0,0
Q4ZAT8,0,0,0,0,0
Q94N03,0,0,0,0,0
A0A097EYL9,0,0,0,0,0
A0A127KPJ0,0,0,0,0,0
A0A142K7G7,0,0,0,0,0
A0A142KAR5,0,0,0,0,0
A0A142UL99,0,0,0,0,0
A0A160DFQ6,0,0,0,0,0
A0A1B3AYT2,0,0,0,0,0
A0A1C9LX25,0,0,0,0,0
A0A218KCE2,0,0,0,0,0
A0A2D1G541,0,0,0,0,0
A0A2H4JCU1,0,0,0,0,0
A0A2I6PE87,0,0,0,0,0
A0A2I6PEZ6,0,0,0,0,0
A0A2K9VBR8,0,0,0,0,0
A0A2Z5HEE5,0,0,0,0,0
A0A385CZY5,0,0,0,0,0
A0A3G3LYI3,0,0,0,0,0
A0A410TDU0,0,0,0,0,0
A0A481VS58,0,0,0,0,0
A0A4D6E3F3,0,0,0,0,0
A0A4D6T625,0,0,0,0,0
A0A4P1QFI6,0,0,0,0,0
A0A4Y1NU32,0,0,0,0,0
A0A4Y5TZG1,0,0,0,0,0
A0A4Y6EK07,0,0,0,0,0
A0A514CXD8,0,0,0,0,0
A0A514DGU6,0,0,0,0,0
A0A514TWX2,0,0,0,0,0
A0A515MHI2,0,0,0,0,0
A0A5C0CGU1,0,0,0,0,0
A0A649V8X8,0,0,0,0,0
A0A653FU76,0,0,0,0,0
A0A6J5R3D3,0,0,0,0,0
A0A6J7W9F5,0,0,0,0,0
A0A6J7X532,0,0,0,0,0
A0A6S4P8E6,0,0,0,0,0
A0A7S5QVQ9,0,0,0,0,0
A0A7S5R9M9,0,0,0,0,0
A0A7S6R6T3,0,0,0,0,0
A0A7S6RAZ8,0,0,0,0,0
A0A8F3E904,0,0,0,0,0
A0A8F3EAF4,0,0,0,0,0
A0A8S5LIY9,0,0,0,0,0
A0A8S5LZB3,0,0,0,0,0
A0A8S5MMF1,0,0,0,0,0
A0A8S5MSI7,0,0,0,0,0
A0A8S5MT00,0,0,0,0,0
A0A8S5MVC4,0,0,0,0,0
A0A8S5NTI5,0,0,0,0,0
A0A8S5P068,0,0,0,0,0
A0A8S5P0C4,0,0,0,0,0
A0A8S5P1E9,0,0,0,0,0
A0A8S5PW89,0,0,0,0,0
A0A8S5PYE7,0,0,0,0,0
A0A8S5QPU7,0,0,0,0,0
A0A8S5RSQ9,0,0,0,0,0
A0A8S5RT62,0,0,0,0,0
A0A8S5SCF0,0,0,0,0,0
A0A8S5SI84,0,0,0,0,0
A0A8S5SUD8,0,0,0,0,0
A0A8S5SYD5,0,0,0,0,0
A0A8S5TX82,0,0,0,0,0
A0A8S5U5W0,0,0,0,0,0
A0A8T8JFY4,0,0,0,0,0
A0AAE9FSB0,0,0,0,0,0
A0AAX3ZX07,0,0,0,0,0
A0EX17,0,0,0,0,0
B5WZK8,0,0,0,0,0
B7T0F2,0,0,0,0,0
C5IHJ6,0,0,0,0,0
G1BMR9,0,0,0,0,0
M1HMA3,0,0,0,0,0
M1RZA8,0,0,0,0,0
M4W8M4,0,0,0,0,0
O80068,0,0,0,0,0
Q6EVM3,0,0,0,0,0
Q854V7,0,0,0,0,0
U4KJ82,0,0,0,0,0
V5UQU6,0,0,0,0,0
V9QKF1,0,0,0,0,0
A0A076YL28,0,0,0,0,0
A0A088CD23,0,0,0,0,0
A0A0A7S2C0,0,0,0,0,0
A0A0M5M1H9,0,0,0,0,0
A0A0N7E0Q8,0,0,0,0,0
A0A0S2SYQ7,0,0,0,0,0
A0A142K8K2,0,0,0,0,0
A0A142KB70,0,0,0,0,0
A0A143FS32,0,0,0,0,0
A0A160DFH7,0,0,0,0,0
A0A173G9D0,0,0,0,0,0
A0A173G9H3,0,0,0,0,0
A0A1B1SEB1,0,0,0,0,0
A0A1D8EZV4,0,0,0,0,0
A0A1S5SD03,0,0,0,0,0
A0A1X9HWP9,0,0,0,0,0
A0A248XD46,0,0,0,0,0
A0A2H4PF77,0,0,0,0,0
A0A2H4PFQ9,0,0,0,0,0
A0A2I6PEN0,0,0,0,0,0
A0A2I7SC08,0,0,0,0,0
A0A2R2ZGC4,0,0,0,0,0
A0A2U8UKM4,0,0,0,0,0
A0A2Z2FB15,0,0,0,0,0
A0A2Z4Q3U8,0,0,0,0,0
A0A385D2T0,0,0,0,0,0
A0A385DWJ7,0,0,0,0,0
A0A385UJW1,0,0,0,0,0
A0A3G2KG16,0,0,0,0,0
A0A3S9UPV9,0,0,0,0,0
A0A481VTR1,0,0,0,0,0
A0A481VX53,0,0,0,0,0
A0A481VYE2,0,0,0,0,0
A0A481VZR4,0,0,0,0,0
A0A4D6T700,0,0,0,0,0
A0A4Y5TNP6,0,0,0,0,0
A0A4Y6ELD5,0,0,0,0,0
A0A5C0CGY2,0,0,0,0,0
A0A5J6TJT5,0,0,0,0,0
A0A6B9J7M3,0,0,0,0,0
A0A6J5LTW7,0,0,0,0,0
A0A6J5PLG8,0,0,0,0,0
